capture_time,OBJECTID,street,level,speedKMH,delay,length,uuid,updateDate,pubMillis,country,city,turnType,type,endNode,speed,roadType,SHAPE_Length
2026-05-11 19:17:03,17249,בן יהודה,5,0,-1,89,700592328,1778537586366,1778526165674,IL,תל אביב - יפו,NONE,,מאפו,0,2,89.21841034536403
2026-05-11 19:17:03,17250,ראול ולנברג,5,0,-1,69,700585678,1778537586370,1778526166302,IL,תל אביב - יפו,NONE,,,0,2,69.4866440404156
2026-05-11 19:17:03,17251,בן יהודה,5,0,-1,28,700585676,1778537586374,1778526166150,IL,תל אביב - יפו,NONE,,וילנא,0,2,28.330637126616125
2026-05-11 19:17:03,17252,בן יהודה,5,0,-1,127,700590290,1778537586378,1778526166549,IL,תל אביב - יפו,NONE,,בן גוריון,0,2,127.00032755719248
2026-05-11 19:17:03,17253,בן יהודה,5,0,-1,99,700585682,1778537586382,1778526166515,IL,תל אביב - יפו,NONE,,פרישמן,0,2,98.7589600997236
2026-05-11 19:17:03,17254,,5,0,-1,44,700592336,1778537586387,1778526166320,IL,תל אביב - יפו,NONE,,דרך קיבוץ גלויות,0,1,44.2298129766056
2026-05-11 19:17:03,17255,ראול ולנברג,5,0,-1,60,700590294,1778537586391,1778526166585,IL,תל אביב - יפו,NONE,,,0,2,59.75306853978341
2026-05-11 19:17:03,17256,ישראל גורי,5,0,-1,22,700592340,1778537586396,1778526166936,IL,תל אביב - יפו,NONE,,,0,1,22.08456927377326
2026-05-11 19:17:03,17257,בן יהודה,5,0,-1,65,700590292,1778537586401,1778526166572,IL,תל אביב - יפו,NONE,,,0,2,64.80680596893801
2026-05-11 19:17:03,17258,"מזא""ה",5,0,-1,31,700585684,1778537586406,1778526166526,IL,תל אביב - יפו,NONE,,,0,1,30.820488314976252
2026-05-11 19:17:03,17259,אלנבי,5,0,-1,61,700585690,1778537586410,1778526166906,IL,תל אביב - יפו,NONE,,הכובשים,0,2,60.88021024910895
2026-05-11 19:17:03,17260,בן יהודה,5,0,-1,182,700590296,1778537586414,1778526166589,IL,תל אביב - יפו,NONE,,מנדלי מוכר ספרים,0,2,181.47104602401043
2026-05-11 19:17:03,17261,ההגנה,5,0,-1,299,700590302,1778537586419,1778526167007,IL,תל אביב - יפו,NONE,,,0,2,299.00864922995567
2026-05-11 19:17:03,17262,זלוציסטי,5,0,-1,134,700386978,1778537586424,1778518936270,IL,תל אביב - יפו,NONE,,פייבל,0,1,134.2608896882126
2026-05-11 19:17:03,17263,ההגנה,5,0,-1,55,700585692,1778537586428,1778526166911,IL,תל אביב - יפו,NONE,,,0,2,54.641222321642175
2026-05-11 19:17:03,17264,ראול ולנברג,5,0,-1,33,700585698,1778537586431,1778526166916,IL,תל אביב - יפו,NONE,,,0,2,33.210314664038805
2026-05-11 19:17:03,17265,רוטשילד,5,0,-1,123,653744598,1778537586435,1777406634372,IL,תל אביב - יפו,NONE,,נחלת בנימין,0,2,122.6357477652558
2026-05-11 19:17:03,17266,ראול ולנברג,5,0,-1,147,700585700,1778537586440,1778526167039,IL,תל אביב - יפו,NONE,,,0,2,147.37915890702732
2026-05-11 19:17:03,17267,ארלוזורוב,5,0,-1,134,700590308,1778537586444,1778526167034,IL,תל אביב - יפו,NONE,,אבן גבירול,0,2,133.75183320074245
2026-05-11 19:17:03,17268,בן יהודה,5,0,-1,22,700592360,1778537586448,1778526167436,IL,תל אביב - יפו,NONE,,בן גוריון,0,2,21.90125110675583
2026-05-11 19:17:03,17269,ההגנה,5,0,-1,39,700590322,1778537586452,1778526167884,IL,תל אביב - יפו,NONE,,,0,2,39.2637771996595
2026-05-11 19:17:03,17270,העליה,5,0,-1,72,643684200,1778537586456,1777192569873,IL,תל אביב - יפו,NONE,,וולפסון,0,2,71.82588460828747
2026-05-11 19:17:03,17271,שלום עליכם,1,6.44,62,275,700594826,1778537586460,1778526713269,IL,תל אביב - יפו,NONE,,מנדלי מוכר ספרים,1.788888931274414,1,275.33649064810606
2026-05-11 19:17:03,17272,שריד,5,0,-1,28,643686204,1778537586466,1777192635478,IL,תל אביב - יפו,NONE,,נבטים,0,1,28.5139983165192
2026-05-11 19:17:03,17273,"מזא""ה",5,0,-1,31,700585648,1778537586471,1778526165625,IL,תל אביב - יפו,NONE,,,0,1,30.820488314976252
2026-05-11 19:17:03,17274,עליית הנוער,5,0,-1,87,700585654,1778537586475,1778526165647,IL,גבעתיים,NONE,,,0,2,87.13667712390146
2026-05-11 19:17:03,17275,שריד,5,0,-1,33,643686184,1778537586479,1777192635284,IL,תל אביב - יפו,NONE,,הסנה,0,1,32.99566116509199
2026-05-11 19:17:03,17276,אלנבי,5,0,-1,94,700585658,1778537586483,1778526165846,IL,תל אביב - יפו,NONE,,ברנר,0,2,94.1387274169677
2026-05-11 19:17:03,17277,קהילת לבוב,3,3.76,164,218,700589758,1778537586487,1778526243756,IL,תל אביב - יפו,NONE,,קהילת ורשה,1.0444444417953491,1,218.02478092218635
2026-05-11 19:17:03,17278,דובנוב,4,3.14,123,203,700591294,1778537586494,1778526632956,IL,תל אביב - יפו,NONE,,אליעזר קפלן,0.8722222447395325,1,202.80714361941796
2026-05-11 19:17:03,17279,ישראל גורי,5,0,-1,10,700590268,1778537586499,1778526166211,IL,תל אביב - יפו,NONE,,,0,1,10.004249097078025
2026-05-11 19:17:03,17280,העליה,5,0,-1,48,666109130,1778537586503,1777794430203,IL,תל אביב - יפו,NONE,,דרך בגין,0,2,47.73548470415667
2026-05-11 19:17:03,17281,אלנבי,5,0,-1,28,647726866,1778537586506,1777285227388,IL,תל אביב - יפו,NONE,,ביאליק,0,2,27.48281281017086
2026-05-11 19:17:03,17282,אלנבי,5,0,-1,65,643815888,1778537586510,1777197440746,IL,תל אביב - יפו,NONE,,יהודה הלוי,0,2,64.7795531023734
2026-05-11 19:17:03,17283,ערבי נחל,5,0,-1,185,700587602,1778537586514,1778526166289,IL,גבעתיים,NONE,,,0,2,184.98693622404943
2026-05-11 19:17:03,17284,ישראל מסלנט,5,0,-1,178,679347182,1778537586521,1778006947934,IL,תל אביב - יפו,NONE,,,0,2,177.7923030150327
2026-05-11 19:17:03,17285,עליית הנוער,5,0,-1,101,700587600,1778537586528,1778526166268,IL,גבעתיים,NONE,,פטאי,0,2,100.95800935080298
2026-05-11 19:17:03,17286,ראול ולנברג,5,0,-1,33,700587606,1778537586533,1778526166297,IL,תל אביב - יפו,NONE,,,0,2,33.45569757252067
2026-05-11 19:17:03,17287,ישראל גורי,5,0,-1,34,700587604,1778537586537,1778526166297,IL,תל אביב - יפו,NONE,,די רוסי,0,1,34.147758718870435
2026-05-11 19:17:03,17288,רוטשילד,5,0,-1,82,653732716,1778537586541,1777406128249,IL,תל אביב - יפו,NONE,,אלנבי,0,2,82.46810777524219
2026-05-11 19:17:03,17289,דרך אם המושבות,5,0,-1,281,665265670,1778537586545,1777785107085,IL,בני ברק,NONE,,,0,2,281.5523542778019
2026-05-11 19:17:03,17290,אלנבי,5,0,-1,78,643687934,1778537586549,1777192634330,IL,תל אביב - יפו,NONE,,רוטשילד,0,2,77.62666165676383
2026-05-11 19:17:03,17291,ההגנה,5,0,-1,131,700587622,1778537586553,1778526167161,IL,תל אביב - יפו,NONE,,"ס""ה",0,1,130.4978237366443
2026-05-11 19:17:03,17292,העליה,5,0,-1,61,643687930,1778537586557,1777192634366,IL,תל אביב - יפו,NONE,,לוינסקי,0,2,61.0357174128435
2026-05-11 19:17:03,17293,בן יהודה,5,0,-1,91,700587630,1778537586561,1778526167381,IL,תל אביב - יפו,NONE,,י.ל. גורדון,0,2,90.93618971558625
2026-05-11 19:17:03,17294,בן יהודה,5,0,-1,161,700587634,1778537586565,1778526167393,IL,תל אביב - יפו,NONE,,ז`בוטינסקי,0,2,161.2937471647644
2026-05-11 19:17:03,17295,ההגנה,5,0,-1,96,700587638,1778537586569,1778526167656,IL,תל אביב - יפו,NONE,,,0,1,96.08330656236423
2026-05-11 19:17:03,17296,"ציהתל""י",3,6.67,105,269,700592128,1778537586573,1778526088336,IL,תל אביב - יפו,NONE,,רבי נחמן מברסלב,1.8527777194976807,1,269.3364862416692
2026-05-11 19:17:03,17297,ההגנה,5,0,-1,97,700598272,1778537586579,1778526478637,IL,תל אביב - יפו,NONE,,עבאס,0,2,97.46407750532411
2026-05-11 19:17:03,17298,אלנבי,5,0,-1,70,643808668,1778537586583,1777197364084,IL,תל אביב - יפו,NONE,,לילינבלום,0,2,69.74132562540778
2026-05-11 19:17:03,17299,ישראל גורי,5,0,-1,31,700589574,1778537586587,1778526165412,IL,תל אביב - יפו,NONE,,דרך קיבוץ גלויות,0,1,31.03757696062492
2026-05-11 19:17:03,17300,אלנבי,5,0,-1,63,700589572,1778537586591,1778526165401,IL,תל אביב - יפו,NONE,,מונטיפיורי,0,2,63.19181117896047
2026-05-11 19:17:03,17301,ההגנה,5,0,-1,77,700589576,1778537586596,1778526165417,IL,תל אביב - יפו,NONE,,"אצ""ל",0,2,76.60620583349689
2026-05-11 19:17:03,17302,בן יהודה,5,0,-1,98,700589582,1778537586600,1778526165960,IL,תל אביב - יפו,NONE,,ישורון,0,2,98.09995542557346
2026-05-11 19:17:03,17303,4870,5,0,-1,200,643684750,1778537586604,1777192633352,IL,תל אביב - יפו,NONE,,4869,0,1,200.28417935535367
2026-05-11 19:17:03,17304,עליית הנוער,5,0,-1,81,700589590,1778537586608,1778526166350,IL,גבעתיים,NONE,,בורוכוב,0,2,80.9977411818854
2026-05-11 19:17:03,17305,בן יהודה,5,0,-1,206,700589588,1778537586613,1778526166334,IL,תל אביב - יפו,NONE,,ארלוזורוב,0,2,206.41031511576742
2026-05-11 19:17:03,17306,אלנבי,5,0,-1,70,643686278,1778537586618,1777192635677,IL,תל אביב - יפו,NONE,,יהודה הלוי,0,2,69.74132562540778
2026-05-11 19:17:03,17307,בן יהודה,5,0,-1,80,700589602,1778537586622,1778526166739,IL,תל אביב - יפו,NONE,,,0,2,79.83857964638165
2026-05-11 19:17:03,17308,פייבל,5,0,-1,194,700375134,1778537586626,1778518596583,IL,תל אביב - יפו,NONE,,ליסין,0,1,194.3238580600486
2026-05-11 19:17:03,17309,ההגנה,5,0,-1,118,700589614,1778537586632,1778526166796,IL,תל אביב - יפו,NONE,,,0,2,117.84768237303902
2026-05-11 19:17:03,17310,אלנבי,5,0,-1,109,700589626,1778537586638,1778526167831,IL,תל אביב - יפו,NONE,,,0,2,108.64038153491292
2026-05-11 19:17:03,17311,אלנבי,5,0,-1,95,700589628,1778537586642,1778526167841,IL,תל אביב - יפו,NONE,,פינסקר,0,2,95.24242765792431
2026-05-11 21:01:22,18566,שריד,5,0,-1,33,696368000,1778543586004,1778461170362,IL,תל אביב - יפו,NONE,,החיטה,0,1,32.99566116509199
2026-05-11 21:01:22,18567,שביל המפעל,5,0,-1,87,666105790,1778543586019,1777794428827,IL,תל אביב - יפו,NONE,,,0,1,86.93544559014383
2026-05-11 21:01:22,18568,אלנבי,5,0,-1,133,643684936,1778543586023,1777192634708,IL,תל אביב - יפו,NONE,,מונטיפיורי,0,2,132.87960753972357
2026-05-11 21:01:22,18569,"מזא""ה",3,5.95,112,278,700653524,1778543586027,1778530281910,IL,תל אביב - יפו,NONE,,סעדיה גאון,1.6527777910232544,1,278.03309155632013
2026-05-11 21:01:22,18570,מנהרת הסיטי,5,0,-1,24,696368028,1778543586034,1778461170785,IL,גבעתיים,NONE,,אריאל שרון,0,1,23.823608255326832
2026-05-11 21:01:22,18571,,5,0,-1,13,646139560,1778543586040,1777255364403,IL,תל אביב - יפו,NONE,,שטרית,0,1,12.750098038838031
2026-05-11 21:01:22,18572,ליסין,5,0,-1,125,700385166,1778543586044,1778518937094,IL,תל אביב - יפו,NONE,,קליי,0,1,124.58063026131157
2026-05-11 21:01:22,18573,שריד,5,0,-1,23,696366000,1778543586049,1778461170491,IL,תל אביב - יפו,NONE,,נבטים,0,1,22.849299770669653
2026-05-11 21:01:22,18574,אלנבי,5,0,-1,20,643684458,1778543586052,1777192633106,IL,תל אביב - יפו,NONE,,רוטשילד,0,2,20.130002484754744
2026-05-11 21:01:22,18575,,5,0,-1,331,643685988,1778543586056,1777192633912,IL,בני ברק,NONE,,רח’ 600,0,2,330.78982632396867
2026-05-11 21:01:22,18576,שריד,5,0,-1,4,696366012,1778543586060,1778461170954,IL,תל אביב - יפו,NONE,,,0,1,4.320300916258285
2026-05-11 21:01:22,18577,לילינבלום,2,4.2,129,306,700675582,1778543586064,1778531101253,IL,תל אביב - יפו,NONE,,נחלת בנימין,1.1666666269302368,1,306.0375849186447
2026-05-11 21:01:22,18578,לסקוב חיים,5,0,-1,94,643685916,1778543586068,1777192633778,IL,תל אביב - יפו,NONE,,יהודה הלוי,0,1,94.02979400842023
2026-05-11 21:01:22,18579,העליה,5,0,-1,91,643683860,1778543586072,1777192566644,IL,תל אביב - יפו,NONE,,י.ל. פרץ,0,2,90.56486289328049
2026-05-11 21:01:22,18580,אלנבי,5,0,-1,92,643684886,1778543586076,1777192634272,IL,תל אביב - יפו,NONE,,ביאליק,0,2,91.58055033669966
2026-05-11 21:01:22,18581,יהודה הלוי,4,4.27,88,151,700716424,1778543586080,1778532051149,IL,תל אביב - יפו,NONE,,הרכבת,1.1861110925674438,2,150.07392059915495
2026-05-11 21:01:22,18582,אלנבי,5,0,-1,62,694108946,1778543586086,1778404183263,IL,תל אביב - יפו,NONE,,בית השואבה,0,2,62.44255119618467
2026-05-11 21:01:22,18583,בן גוריון,5,0,-1,5,667340702,1778543586091,1777818046718,IL,תל אביב - יפו,NONE,,,0,2,4.845203813897245
2026-05-11 21:01:22,18584,אלנבי,5,0,-1,88,643687940,1778543586096,1777192634373,IL,תל אביב - יפו,NONE,,לילינבלום,0,2,88.41571183924933
2026-05-11 21:01:22,18585,מוזיר,3,3.84,132,212,700731802,1778543586100,1778532564955,IL,תל אביב - יפו,NONE,,פרופסור שור,1.0666667222976685,1,211.5456996823646
2026-05-11 21:01:22,18586,העליה,5,0,-1,55,643683894,1778543586105,1777192563188,IL,תל אביב - יפו,NONE,,הקונגרס,0,2,55.311120944846344
2026-05-11 21:01:22,18587,מנהרת הסיטי,5,0,-1,31,643687978,1778543586110,1777192634722,IL,גבעתיים,NONE,,,0,1,30.458033988906507
2026-05-11 21:01:22,18588,"ד""ר בודנהיימר",3,2.44,193,170,700741048,1778543586115,1778532711303,IL,תל אביב - יפו,NONE,,פנקס,0.6777777671813965,1,170.1767749110074
2026-05-11 21:01:22,18589,ההגנה,5,0,-1,35,700583750,1778543586121,1778526166115,IL,תל אביב - יפו,NONE,,,0,2,35.195177226135385
2026-05-11 21:01:22,18590,,5,0,-1,66,700388666,1778543586125,1778518936864,IL,תל אביב - יפו,NONE,,נחום גולדמן,0,20,65.79909822135575
2026-05-11 21:01:22,18591,אלנבי,5,0,-1,16,647725086,1778543586131,1777285228326,IL,תל אביב - יפו,NONE,,טשרניחובסקי,0,2,16.244694518255102
2026-05-11 21:01:22,18592,אלנבי,5,0,-1,62,643688152,1778543586135,1777192635974,IL,תל אביב - יפו,NONE,,"מזא""ה",0,2,62.44255119618467
2026-05-11 21:01:22,18593,שריד,5,0,-1,4,643688148,1778543586139,1777192635936,IL,תל אביב - יפו,NONE,,בצרה,0,1,4.320300916258285
2026-05-11 21:01:22,18594,אלנבי,5,0,-1,28,696364808,1778543586144,1778461171037,IL,תל אביב - יפו,NONE,,,0,2,27.48281281017086
2026-05-11 21:01:22,18595,,5,0,-1,66,700388658,1778543586148,1778518936644,IL,תל אביב - יפו,NONE,,,0,20,65.79909822135575
2026-05-11 21:01:22,18596,אלנבי,5,0,-1,133,643686096,1778543586154,1777192634348,IL,תל אביב - יפו,NONE,,אחד העם,0,2,132.87960753972357
2026-05-11 21:01:22,18597,קובלסקי,2,5.12,115,255,700739924,1778543586159,1778532564473,IL,בני ברק,NONE,,הרב מצליח,1.4222222566604614,1,254.18023711967305
2026-05-11 21:01:22,18598,"מזא""ה",5,0,-1,40,700589394,1778543586165,1778526088499,IL,תל אביב - יפו,NONE,,יבנה,0,1,40.14049576280971
2026-05-11 21:01:22,18599,העליה,5,0,-1,91,643685068,1778543586169,1777192637223,IL,תל אביב - יפו,NONE,,מטלון,0,2,90.67176903576583
2026-05-11 21:01:22,18600,אלנבי,5,0,-1,63,700583766,1778543586174,1778526167062,IL,תל אביב - יפו,NONE,,בית השואבה,0,2,63.19181117896047
2026-05-11 21:01:22,18601,ראול ולנברג,5,0,-1,175,700583764,1778543586177,1778526166627,IL,תל אביב - יפו,NONE,,,0,2,174.82211743290785
2026-05-11 21:01:22,18602,אלנבי,5,0,-1,20,666114338,1778543586182,1777794504687,IL,תל אביב - יפו,NONE,,רוטשילד,0,2,20.130002484754744
2026-05-11 21:01:22,18603,דרך יפו,4,4.37,93,239,700617568,1778543586186,1778528257612,IL,תל אביב - יפו,NONE,,דרך בגין,1.2138888835906982,2,238.23411561623365
2026-05-11 21:01:22,18604,אלנבי,5,0,-1,88,643810556,1778543586192,1777197440346,IL,תל אביב - יפו,NONE,,רוטשילד,0,2,88.41571183924933
2026-05-11 21:01:22,18605,בן יהודה,5,0,-1,145,700583782,1778543586197,1778526167322,IL,תל אביב - יפו,NONE,,טרומפלדור,0,2,144.7149995160284
2026-05-11 21:01:22,18606,אלנבי,5,0,-1,88,643688184,1778543586201,1777192636421,IL,תל אביב - יפו,NONE,,לבונטין,0,2,87.8740661487836
2026-05-11 21:01:22,18607,קליי,5,0,-1,187,700388632,1778543586206,1778518935172,IL,תל אביב - יפו,NONE,,זלוציסטי,0,1,187.0722774714636
2026-05-11 21:01:22,18608,ארלוזורוב,5,0,-1,245,700583788,1778543586211,1778526167984,IL,תל אביב - יפו,NONE,,בן סרוק,0,2,244.74108325414932
2026-05-11 21:01:22,18609,אלנבי,5,0,-1,116,666113906,1778543586216,1777794429605,IL,תל אביב - יפו,NONE,,ביאליק,0,2,116.13027119669941
2026-05-11 21:01:22,18610,אלנבי,5,0,-1,116,643685014,1778543586220,1777192635055,IL,תל אביב - יפו,NONE,,המלך ג`ורג`,0,2,116.13027119669941
2026-05-11 21:01:22,18611,אלנבי,5,0,-1,78,643688076,1778543586225,1777192635019,IL,תל אביב - יפו,NONE,,אחד העם,0,2,77.62666165676383
2026-05-11 21:01:22,18612,אלנבי,5,0,-1,2,694110594,1778543586229,1778404182420,IL,תל אביב - יפו,NONE,,,0,2,1.5500322566098454
2026-05-11 21:01:22,18613,העליה,5,0,-1,146,643684480,1778543586233,1777192632610,IL,תל אביב - יפו,NONE,,מסילת העולים,0,2,145.98733977979603
2026-05-11 21:01:22,18614,לסקוב חיים,5,0,-1,94,694110648,1778543586238,1778404183647,IL,תל אביב - יפו,NONE,,איתמר בן אבי,0,1,94.02979400842021
2026-05-11 21:01:22,18615,שריד,5,0,-1,23,696363366,1778543586243,1778461170476,IL,תל אביב - יפו,NONE,,החיטה,0,1,22.849299770669653
2026-05-11 21:01:22,18616,"מזא""ה",5,0,-1,12,643684532,1778543586247,1777192632675,IL,תל אביב - יפו,NONE,,,0,1,11.697200519718963
2026-05-11 21:01:22,18617,,5,0,-1,331,696922976,1778543586251,1778476496657,IL,בני ברק,NONE,,דרך אם המושבות,0,2,331.3275607310837
2026-05-11 21:01:22,18618,4870,5,0,-1,200,643686060,1778543586257,1777192634114,IL,תל אביב - יפו,NONE,,,0,1,200.28417935535367
2026-05-11 21:01:22,18619,גרוזנברג,5,0,-1,11,643688110,1778543586261,1777192637174,IL,תל אביב - יפו,NONE,,אלנבי,0,1,10.724942890451869
2026-05-11 21:01:22,18620,בן יהודה,5,0,-1,61,700583742,1778543586265,1778526166091,IL,תל אביב - יפו,NONE,,הלפרין,0,2,60.88022749621881
2026-05-11 21:01:22,18621,שביל המפעל,5,0,-1,87,696359804,1778543586270,1778461170418,IL,תל אביב - יפו,NONE,,התנופה,0,1,86.93544559014383
2026-05-11 21:01:22,18622,ראול ולנברג,5,0,-1,31,700583740,1778543586274,1778526166075,IL,תל אביב - יפו,NONE,,,0,2,30.829597792492944
2026-05-11 21:01:22,18623,שריד,5,0,-1,28,696359806,1778543586277,1778461170595,IL,תל אביב - יפו,NONE,,בצרה,0,1,28.5139983165192
2026-05-11 21:01:22,18624,ראול ולנברג,5,0,-1,36,700592326,1778543586281,1778526165511,IL,תל אביב - יפו,NONE,,,0,2,35.572804218137094
2026-05-11 21:01:22,18625,בן יהודה,5,0,-1,163,700590278,1778543586285,1778526166405,IL,תל אביב - יפו,NONE,,בוגרשוב,0,2,163.10644897606
2026-05-11 21:01:22,18626,בן יהודה,5,0,-1,115,700590276,1778543586289,1778526166224,IL,תל אביב - יפו,NONE,,,0,2,114.56870201591774
2026-05-11 21:01:22,18627,דרך אם המושבות,5,0,-1,219,665279648,1778543586294,1777785192315,IL,בני ברק,NONE,,,0,2,218.7117804328059
2026-05-11 21:01:22,18628,"מזא""ה",5,0,-1,40,700592330,1778543586298,1778526165939,IL,תל אביב - יפו,NONE,,,0,1,40.14049576280971
2026-05-11 21:01:22,18629,בן יהודה,5,0,-1,89,700592328,1778543586302,1778526165674,IL,תל אביב - יפו,NONE,,מאפו,0,2,89.21841034536403
2026-05-11 21:01:22,18630,ראול ולנברג,5,0,-1,69,700585678,1778543586306,1778526166302,IL,תל אביב - יפו,NONE,,,0,2,69.4866440404156
2026-05-11 21:01:22,18631,בן יהודה,5,0,-1,28,700585676,1778543586310,1778526166150,IL,תל אביב - יפו,NONE,,וילנא,0,2,28.330637126616125
2026-05-11 21:01:22,18632,בן יהודה,5,0,-1,127,700590290,1778543586313,1778526166549,IL,תל אביב - יפו,NONE,,בן גוריון,0,2,127.00032755719248
2026-05-11 21:01:22,18633,בן יהודה,5,0,-1,99,700585682,1778543586317,1778526166515,IL,תל אביב - יפו,NONE,,פרישמן,0,2,98.7589600997236
2026-05-11 21:01:22,18634,,5,0,-1,44,700592336,1778543586321,1778526166320,IL,תל אביב - יפו,NONE,,דרך קיבוץ גלויות,0,1,44.2298129766056
2026-05-11 21:01:22,18635,ראול ולנברג,5,0,-1,60,700590294,1778543586325,1778526166585,IL,תל אביב - יפו,NONE,,,0,2,59.75306853978341
2026-05-11 21:01:22,18636,קרליבך,5,0,-1,74,700658902,1778543586329,1778530293662,IL,תל אביב - יפו,NONE,,יצחק (זיקו) גרציאני,0,2,74.06459843940485
2026-05-11 21:01:22,18637,ישראל גורי,5,0,-1,22,700592340,1778543586334,1778526166936,IL,תל אביב - יפו,NONE,,,0,1,22.08456927377326
2026-05-11 21:01:22,18638,בן יהודה,5,0,-1,65,700590292,1778543586338,1778526166572,IL,תל אביב - יפו,NONE,,,0,2,64.80680596893801
2026-05-11 21:01:22,18639,"מזא""ה",5,0,-1,31,700585684,1778543586342,1778526166526,IL,תל אביב - יפו,NONE,,,0,1,30.820488314976252
2026-05-11 21:01:22,18640,אלנבי,5,0,-1,61,700585690,1778543586346,1778526166906,IL,תל אביב - יפו,NONE,,הכובשים,0,2,60.88021024910895
2026-05-11 21:01:22,18641,בן יהודה,5,0,-1,182,700590296,1778543586350,1778526166589,IL,תל אביב - יפו,NONE,,מנדלי מוכר ספרים,0,2,181.47104602401043
2026-05-11 21:01:22,18642,ההגנה,5,0,-1,299,700590302,1778543586355,1778526167007,IL,תל אביב - יפו,NONE,,,0,2,299.00864922995567
2026-05-11 21:01:22,18643,זלוציסטי,5,0,-1,134,700386978,1778543586361,1778518936270,IL,תל אביב - יפו,NONE,,פייבל,0,1,134.2608896882126
2026-05-11 21:01:22,18644,ההגנה,5,0,-1,55,700585692,1778543586366,1778526166911,IL,תל אביב - יפו,NONE,,,0,2,54.641222321642175
2026-05-11 21:01:22,18645,ראול ולנברג,5,0,-1,33,700585698,1778543586371,1778526166916,IL,תל אביב - יפו,NONE,,,0,2,33.210314664038805
2026-05-11 21:01:22,18646,רוטשילד,5,0,-1,123,653744598,1778543586376,1777406634372,IL,תל אביב - יפו,NONE,,נחלת בנימין,0,2,122.6357477652558
2026-05-11 21:01:22,18647,ראול ולנברג,5,0,-1,147,700585700,1778543586383,1778526167039,IL,תל אביב - יפו,NONE,,,0,2,147.37915890702732
2026-05-11 21:01:22,18648,ארלוזורוב,5,0,-1,134,700590308,1778543586388,1778526167034,IL,תל אביב - יפו,NONE,,אבן גבירול,0,2,133.75183320074245
2026-05-11 21:01:22,18649,ויתקין,2,3.6,134,270,700727010,1778543586392,1778532416920,IL,תל אביב - יפו,NONE,,ז`בוטינסקי,1,1,269.7237894550232
2026-05-11 21:01:22,18650,החשמונאים,5,0,-1,49,700661476,1778543586398,1778530503719,IL,תל אביב - יפו,NONE,,,0,2,48.51671776004162
2026-05-11 21:01:22,18651,בן יהודה,5,0,-1,22,700592360,1778543586403,1778526167436,IL,תל אביב - יפו,NONE,,בן גוריון,0,2,21.90125110675583
2026-05-11 21:01:22,18652,ההגנה,5,0,-1,39,700590322,1778543586406,1778526167884,IL,תל אביב - יפו,NONE,,,0,2,39.2637771996595
2026-05-11 21:01:22,18653,העליה,5,0,-1,72,643684200,1778543586410,1777192569873,IL,תל אביב - יפו,NONE,,וולפסון,0,2,71.82588460828747
2026-05-11 21:01:22,18654,שריד,5,0,-1,28,643686204,1778543586414,1777192635478,IL,תל אביב - יפו,NONE,,נבטים,0,1,28.5139983165192
2026-05-11 21:01:22,18655,"מזא""ה",5,0,-1,31,700585648,1778543586418,1778526165625,IL,תל אביב - יפו,NONE,,,0,1,30.820488314976252
2026-05-11 21:01:22,18656,עליית הנוער,5,0,-1,87,700585654,1778543586422,1778526165647,IL,גבעתיים,NONE,,,0,2,87.13667712390146
2026-05-11 21:01:22,18657,שריד,5,0,-1,33,643686184,1778543586427,1777192635284,IL,תל אביב - יפו,NONE,,הסנה,0,1,32.99566116509199
2026-05-11 21:01:22,18658,אלנבי,5,0,-1,94,700585658,1778543586430,1778526165846,IL,תל אביב - יפו,NONE,,ברנר,0,2,94.1387274169677
2026-05-11 21:01:22,18659,הנחושת,5,0,-1,49,700644030,1778543586434,1778529390273,IL,תל אביב - יפו,NONE,,,0,1,49.14825615910411
2026-05-11 21:01:22,18660,ישראל גורי,5,0,-1,10,700590268,1778543586438,1778526166211,IL,תל אביב - יפו,NONE,,,0,1,10.004249097078025
2026-05-11 21:01:22,18661,העליה,5,0,-1,48,666109130,1778543586439,1777794430203,IL,תל אביב - יפו,NONE,,דרך בגין,0,2,47.73548470415667
2026-05-11 21:01:22,18662,אלנבי,5,0,-1,28,647726866,1778543586446,1777285227388,IL,תל אביב - יפו,NONE,,ביאליק,0,2,27.48281281017086
2026-05-11 21:01:22,18663,אלנבי,5,0,-1,65,643815888,1778543586450,1777197440746,IL,תל אביב - יפו,NONE,,יהודה הלוי,0,2,64.7795531023734
2026-05-11 21:01:22,18664,ערבי נחל,5,0,-1,185,700587602,1778543586454,1778526166289,IL,גבעתיים,NONE,,,0,2,184.98693622404943
2026-05-11 21:01:22,18665,ישראל מסלנט,5,0,-1,178,679347182,1778543586459,1778006947934,IL,תל אביב - יפו,NONE,,,0,2,177.7923030150327
2026-05-11 21:01:22,18666,עליית הנוער,5,0,-1,101,700587600,1778543586465,1778526166268,IL,גבעתיים,NONE,,פטאי,0,2,100.95800935080298
2026-05-11 21:01:22,18667,ראול ולנברג,5,0,-1,33,700587606,1778543586469,1778526166297,IL,תל אביב - יפו,NONE,,,0,2,33.45569757252067
2026-05-11 21:01:22,18668,ישראל גורי,5,0,-1,34,700587604,1778543586474,1778526166297,IL,תל אביב - יפו,NONE,,די רוסי,0,1,34.147758718870435
2026-05-11 21:01:22,18669,רוטשילד,5,0,-1,82,653732716,1778543586478,1777406128249,IL,תל אביב - יפו,NONE,,אלנבי,0,2,82.46810777524219
